Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2015-10-12,RELIANCE,EQ,887.35,888.0,901.6,888.0,892.35,891.75,894.81,1420049,127067077595000.0,38862,518886,0.3654
2015-10-13,RELIANCE,EQ,891.75,885.05,896.3,882.9,895.0,893.6,890.39,1408658,125425067215000.02,36218,529312,0.37579999999999997
2015-10-14,RELIANCE,EQ,893.6,895.8,905.0,893.95,904.2,902.95,899.94,1829257,164622978255000.0,52175,809739,0.44270000000000004
2015-10-15,RELIANCE,EQ,902.95,907.7,911.0,900.1,903.6,903.7,905.46,2068330,187278359780000.0,86429,1079605,0.522
2015-10-16,RELIANCE,EQ,903.7,904.5,914.8,903.7,914.8,912.15,911.22,3485193,317576499775000.0,77292,1864227,0.5349
2015-10-19,RELIANCE,EQ,912.15,941.0,965.5,941.0,962.3,963.5,956.63,7658875,732670595085000.0,169482,2763254,0.3608
2015-10-20,RELIANCE,EQ,963.5,965.0,966.7,953.0,955.0,956.7,957.47,4135503,395960569170000.0,78770,2320307,0.5611
2015-10-21,RELIANCE,EQ,956.7,955.5,974.8,953.0,953.9,955.0,963.05,3292615,317096873525000.0,91253,1229198,0.37329999999999997
2015-10-23,RELIANCE,EQ,955.0,963.95,973.05,941.15,954.8,955.65,962.9,2778068,267501021775000.0,76623,1337730,0.4815
2015-10-26,RELIANCE,EQ,955.65,961.9,963.0,941.3,942.15,942.85,948.12,2500420,237070995735000.0,63826,1301352,0.5205
2015-10-27,RELIANCE,EQ,942.85,938.8,948.25,937.4,939.5,939.55,941.44,2651976,249667618735000.0,87659,1614510,0.6088
2015-10-28,RELIANCE,EQ,939.55,936.9,944.9,929.9,936.9,936.95,936.98,2733564,256129247180000.03,67044,1636569,0.5987
2015-10-29,RELIANCE,EQ,936.95,936.0,945.0,934.95,940.5,941.0,940.34,3035672,285456795155000.0,76473,2108950,0.6947
2015-10-30,RELIANCE,EQ,941.0,942.1,955.9,940.1,946.5,947.7,949.62,3055325,290138510050000.0,69257,1752363,0.5735
2015-11-02,RELIANCE,EQ,947.7,949.0,961.5,945.2,959.85,959.8,953.41,1650838,157393046785000.0,42402,936577,0.5673
2015-11-03,RELIANCE,EQ,959.8,963.25,970.45,961.25,967.0,967.2,965.43,2599796,250990952619999.97,65688,1754587,0.6748999999999999
2015-11-04,RELIANCE,EQ,967.2,968.0,975.0,946.2,947.45,951.3,961.91,2293418,220606353305000.03,72054,1331663,0.5806
2015-11-05,RELIANCE,EQ,951.3,949.0,951.0,933.0,935.15,936.6,941.85,2461259,231812928519999.97,90682,1555837,0.6321
2015-11-06,RELIANCE,EQ,936.6,939.45,954.75,937.9,951.8,952.4,948.47,1912599,181403844340000.0,71989,1060804,0.5546
2015-11-09,RELIANCE,EQ,952.4,933.5,965.0,923.45,960.35,961.25,949.16,3893160,369524092920000.0,73959,2471307,0.6348
2015-11-10,RELIANCE,EQ,961.25,957.0,959.5,916.3,925.7,922.75,933.44,2625561,245081511680000.03,65647,1381943,0.5263
2015-11-11,RELIANCE,EQ,922.75,927.1,932.85,927.1,928.5,928.45,928.82,299511,27819326539999.996,8723,98030,0.3273
2015-11-13,RELIANCE,EQ,928.45,915.05,938.55,914.5,931.85,933.05,929.36,3127549,290662422330000.0,99399,1889429,0.6041
2015-11-16,RELIANCE,EQ,933.05,926.0,942.0,924.75,933.0,934.3,934.51,3507963,327820956600000.0,65980,2302883,0.6565000000000001
2015-11-17,RELIANCE,EQ,934.3,938.05,938.9,926.2,927.35,927.75,931.47,1963105,182857375125000.0,42115,1170802,0.5964
2015-11-18,RELIANCE,EQ,927.75,927.6,931.3,909.95,911.0,912.0,921.37,2571383,236919814705000.03,132654,1505710,0.5856
2015-11-19,RELIANCE,EQ,912.0,918.9,938.7,917.25,933.55,934.75,931.31,2784876,259359531975000.0,81482,1591562,0.5715
2015-11-20,RELIANCE,EQ,934.75,934.0,952.8,925.55,948.0,946.85,942.21,2583965,243462510860000.0,57892,1344176,0.5202
2015-11-23,RELIANCE,EQ,946.85,950.0,957.9,946.2,956.3,953.75,951.73,2400013,228416769550000.0,79563,1414277,0.5893
2015-11-24,RELIANCE,EQ,953.75,953.0,971.6,951.05,969.1,967.7,964.16,3384443,326312905330000.0,83064,2141467,0.6327
2015-11-26,RELIANCE,EQ,967.7,971.0,991.95,968.25,990.0,988.65,983.36,5441612,535105404530000.0,110515,3531632,0.649
2015-11-27,RELIANCE,EQ,988.65,989.0,992.5,974.1,979.5,979.05,982.75,2489697,244675208940000.0,68929,1303225,0.5234000000000001
2015-11-30,RELIANCE,EQ,979.05,978.5,984.4,962.3,967.1,965.85,967.44,6839027,661638126325000.0,92076,4617784,0.6752
2015-12-01,RELIANCE,EQ,965.85,964.0,978.8,961.25,966.55,965.9,968.5,2967325,287386659810000.0,65247,1737934,0.5857
2015-12-02,RELIANCE,EQ,965.9,966.25,979.7,964.5,978.65,977.95,972.76,1731204,168403838830000.0,65916,707134,0.40850000000000003
2015-12-03,RELIANCE,EQ,977.95,974.9,988.95,974.1,977.05,977.2,980.75,2597024,254702706130000.03,54577,1304778,0.5024000000000001
2015-12-04,RELIANCE,EQ,977.2,972.3,976.2,961.4,966.0,965.45,967.43,3073001,297290592130000.0,78197,1738082,0.5656
2015-12-07,RELIANCE,EQ,965.45,965.45,973.0,949.75,952.6,952.05,957.4,3310778,316974773725000.0,77551,1973435,0.5961
2015-12-08,RELIANCE,EQ,952.05,948.9,953.6,936.1,940.0,940.9,945.84,1721726,162848560680000.0,62533,770794,0.44770000000000004
2015-12-09,RELIANCE,EQ,940.9,936.2,943.45,912.85,917.75,915.9,924.72,2097118,193925572130000.0,54403,1017335,0.4851
2015-12-10,RELIANCE,EQ,915.9,922.5,953.8,920.0,949.25,950.35,940.59,4249865,399739049170000.0,117406,2428087,0.5713
2015-12-11,RELIANCE,EQ,950.35,951.75,959.0,942.9,950.9,952.95,950.93,4150045,394642106250000.0,80404,2363190,0.5694
2015-12-14,RELIANCE,EQ,952.95,947.6,963.5,946.0,958.05,955.1,955.64,2414730,230762294010000.0,92541,1282998,0.5313
2015-12-15,RELIANCE,EQ,955.1,957.0,977.95,953.65,976.0,975.9,969.49,3593061,348343230545000.0,116706,2136173,0.5945
2015-12-16,RELIANCE,EQ,975.9,975.9,987.55,973.5,979.0,978.65,981.35,2765248,271367899810000.0,87348,1647585,0.5958
2015-12-17,RELIANCE,EQ,978.65,980.05,1015.0,978.0,1013.05,1009.7,996.08,4427435,441007803100000.0,115033,2561104,0.5785
2015-12-18,RELIANCE,EQ,1009.7,1003.8,1009.0,990.0,990.6,991.9,995.59,3661020,364488883610000.0,91366,2462445,0.6726000000000001
2015-12-21,RELIANCE,EQ,991.9,987.9,999.0,984.35,990.5,992.1,991.29,2818835,279428962894999.97,67705,1466404,0.5202
2015-12-22,RELIANCE,EQ,992.1,992.8,1002.6,984.0,985.9,987.3,992.85,2646828,262790043530000.03,85459,1339241,0.506
2015-12-23,RELIANCE,EQ,987.3,991.8,1006.9,990.0,1004.7,1003.8,1003.71,2953173,296413017490000.0,105611,1739721,0.5891
2015-12-24,RELIANCE,EQ,1003.8,1003.9,1007.2,996.3,1002.4,1000.55,1000.54,2720569,272204904130000.03,71797,1611582,0.5924
2015-12-28,RELIANCE,EQ,1000.55,1000.6,1013.75,1000.0,1010.1,1010.4,1009.24,2945508,297272442695000.0,52257,1770192,0.601
2015-12-29,RELIANCE,EQ,1010.4,1010.4,1018.7,1007.15,1014.0,1015.4,1014.21,3409060,345750561235000.0,113811,2342117,0.687
2015-12-30,RELIANCE,EQ,1015.4,1015.0,1016.0,1002.0,1003.45,1004.5,1007.91,1863321,187806256555000.0,63926,1161470,0.6233
2015-12-31,RELIANCE,EQ,1004.5,1003.4,1019.7,999.1,1010.4,1014.6,1011.8,4225066,427493369975000.0,58372,2504126,0.5927
2016-01-01,RELIANCE,EQ,1014.6,1009.8,1018.9,1008.2,1013.6,1015.35,1015.52,1238135,125735282530000.0,30701,529539,0.4277
2016-01-04,RELIANCE,EQ,1015.35,1005.0,1013.8,986.7,993.2,995.3,998.91,6896571,688907047495000.0,66235,4974602,0.7212999999999999
2016-01-05,RELIANCE,EQ,995.3,1000.3,1010.0,997.0,1005.0,1005.15,1003.41,3416459,342812527100000.0,59935,1987804,0.5818
2016-01-06,RELIANCE,EQ,1005.15,1007.6,1038.4,1000.4,1029.1,1032.2,1028.15,6116855,628907342075000.0,160947,2912662,0.47619999999999996
2016-01-07,RELIANCE,EQ,1032.2,1021.05,1028.0,1008.05,1018.9,1013.25,1016.73,4512219,458770042470000.0,105075,2474491,0.5484
2016-01-08,RELIANCE,EQ,1013.25,1020.0,1032.9,1016.7,1027.4,1025.75,1026.11,4871839,499905650430000.0,176664,2746938,0.5638000000000001
2016-01-11,RELIANCE,EQ,1025.75,1015.95,1060.8,1011.0,1054.0,1051.6,1047.9,6632671,695038902485000.0,135818,3486732,0.5257000000000001
2016-01-12,RELIANCE,EQ,1051.6,1055.0,1065.4,1041.1,1044.4,1045.45,1053.1,5342761,562646557550000.0,143685,3007937,0.563
2016-01-13,RELIANCE,EQ,1045.45,1053.1,1089.75,1047.2,1073.2,1076.85,1060.93,16412811,1741282559570000.0,176074,9071367,0.5527000000000001
2016-01-14,RELIANCE,EQ,1076.85,1063.85,1081.0,1053.05,1060.45,1061.65,1067.41,6359913,678862287015000.0,137443,3284265,0.5164
2016-01-15,RELIANCE,EQ,1061.65,1069.75,1089.5,1065.6,1072.6,1073.3,1080.4,6575725,710439094810000.0,136461,3749070,0.5700999999999999
2016-01-18,RELIANCE,EQ,1073.3,1075.0,1083.95,1008.1,1020.4,1016.85,1049.91,6229959,654092320990000.0,196022,3348625,0.5375
2016-01-19,RELIANCE,EQ,1016.85,1029.0,1049.8,1014.1,1046.95,1043.6,1036.51,4912096,509143524600000.0,136592,2110252,0.42960000000000004
2016-01-20,RELIANCE,EQ,1043.6,1034.9,1034.9,990.0,1009.15,1004.55,1008.92,10312353,1040432799370000.1,219237,3884483,0.37670000000000003
2016-01-21,RELIANCE,EQ,1004.55,1017.55,1025.75,976.7,982.45,984.2,994.85,7261772,722437699475000.0,184992,2395817,0.3299
2016-01-22,RELIANCE,EQ,984.2,994.05,1011.0,994.05,1004.05,1004.15,1003.25,5413455,543105801145000.0,125503,2921202,0.5396
2016-01-25,RELIANCE,EQ,1004.15,1010.0,1018.75,1000.0,1000.2,1003.95,1010.67,2994340,302627594155000.0,88530,1470352,0.49100000000000005
2016-01-27,RELIANCE,EQ,1003.95,1008.1,1010.0,996.95,997.0,999.35,1004.13,3943295,395958118900000.0,90937,2006348,0.5088
2016-01-28,RELIANCE,EQ,999.35,1001.0,1021.8,997.1,1015.5,1016.9,1012.35,5274473,533962541445000.0,87223,2985253,0.5660000000000001
2016-01-29,RELIANCE,EQ,1016.9,1018.95,1040.0,1018.0,1036.0,1035.4,1032.75,4383577,452714689900000.0,85556,2336975,0.5331
2016-02-01,RELIANCE,EQ,1035.4,1039.95,1041.8,1025.55,1028.2,1030.3,1032.86,2267273,234178193505000.03,66817,943684,0.41619999999999996
2016-02-02,RELIANCE,EQ,1030.3,1030.3,1032.8,990.5,995.5,1001.15,1013.98,3376466,342367233355000.0,107860,1517109,0.44930000000000003
2016-02-03,RELIANCE,EQ,1001.15,988.0,994.0,975.0,980.0,981.4,984.1,3586808,352976634030000.0,84824,1560107,0.435
2016-02-04,RELIANCE,EQ,981.4,988.0,1001.0,965.7,977.65,973.05,983.08,4161079,409066961800000.0,117696,1682274,0.4043
2016-02-05,RELIANCE,EQ,973.05,979.1,982.0,961.4,974.9,970.9,970.48,4799882,465817611810000.06,166929,2621080,0.5461
2016-02-08,RELIANCE,EQ,970.9,971.1,984.8,957.95,959.65,961.05,974.75,2760853,269115128069999.97,69133,1166891,0.4227
2016-02-09,RELIANCE,EQ,961.05,952.9,968.8,950.0,956.75,957.5,961.0,4481029,430626343780000.0,91823,2189127,0.48850000000000005
2016-02-10,RELIANCE,EQ,957.5,951.7,973.0,948.65,965.4,962.65,962.41,3859250,371419998605000.0,74240,1462647,0.379
2016-02-11,RELIANCE,EQ,962.65,962.85,965.95,915.5,924.0,924.55,940.35,3912163,367880389825000.0,115177,1609334,0.4114
2016-02-12,RELIANCE,EQ,924.55,933.9,933.9,888.1,904.85,906.55,908.01,6701935,608541119700000.0,177405,3424732,0.511
2016-02-15,RELIANCE,EQ,906.55,918.0,951.35,918.0,944.4,946.75,939.84,4407889,414271754025000.0,129662,2576861,0.5846
2016-02-16,RELIANCE,EQ,946.75,951.1,958.0,927.0,929.25,930.55,944.11,2977263,281084910510000.0,79628,1097241,0.3685
2016-02-17,RELIANCE,EQ,930.55,935.1,957.45,916.4,956.1,952.6,938.34,3529832,331217003510000.0,104491,1329173,0.3766
2016-02-18,RELIANCE,EQ,952.6,962.95,968.7,936.0,937.15,940.1,949.33,3299161,313198237665000.0,69320,1434528,0.43479999999999996
2016-02-19,RELIANCE,EQ,940.1,940.0,952.75,937.35,943.5,944.35,944.49,2339664,220977847865000.0,86096,919295,0.3929
2016-02-22,RELIANCE,EQ,944.35,944.1,968.3,944.1,963.0,962.3,960.94,2919198,280518045240000.0,65484,1341258,0.4595
2016-02-23,RELIANCE,EQ,962.3,963.1,967.2,942.75,943.9,949.65,958.52,4340746,416069880780000.0,81610,2002814,0.46140000000000003
2016-02-24,RELIANCE,EQ,949.65,944.9,958.55,942.0,955.0,952.65,952.71,3471311,330716688885000.0,109885,2018951,0.5816
2016-02-25,RELIANCE,EQ,952.65,954.2,956.55,940.85,942.0,944.1,946.5,5675025,537139177355000.0,80392,3465183,0.6106
2016-02-26,RELIANCE,EQ,944.1,953.0,958.75,944.3,953.0,950.35,951.69,1908533,181633163600000.0,58546,873305,0.4576
2016-02-29,RELIANCE,EQ,950.35,951.3,994.6,935.0,965.0,966.65,960.96,7093474,681655128720000.0,134218,3616512,0.5098
2016-03-01,RELIANCE,EQ,966.65,964.7,985.05,964.65,984.25,981.3,979.72,3760923,368464558065000.0,97955,2489030,0.6618
2016-03-02,RELIANCE,EQ,981.3,992.9,1005.75,987.25,1000.0,1001.5,998.81,4595886,459043212350000.0,74124,2619433,0.5700000000000001
2016-03-03,RELIANCE,EQ,1001.5,1010.0,1018.0,997.5,1010.0,1012.85,1009.28,3630006,366368213865000.0,78861,1722542,0.47450000000000003
2016-03-04,RELIANCE,EQ,1012.85,1014.0,1015.0,1003.5,1007.5,1006.4,1007.65,2054428,207014307890000.0,51720,1133261,0.5516
2016-03-08,RELIANCE,EQ,1006.4,1007.5,1030.9,1007.5,1023.0,1027.0,1021.65,3022554,308798435145000.0,86702,1508636,0.4991
2016-03-09,RELIANCE,EQ,1027.0,1020.0,1043.9,1018.6,1041.9,1041.7,1033.7,2709831,280114103444999.97,79794,1284797,0.47409999999999997
2016-03-10,RELIANCE,EQ,1041.7,1042.05,1045.9,1009.0,1009.15,1011.75,1018.42,4733124,482031342255000.0,144977,2858169,0.6039
2016-03-11,RELIANCE,EQ,1011.75,1014.9,1029.55,1010.6,1015.4,1014.5,1019.42,3501676,356968691250000.0,88004,1696826,0.48460000000000003
2016-03-14,RELIANCE,EQ,1014.5,1019.1,1026.4,1012.95,1019.75,1019.75,1018.41,2715590,276557264230000.03,82702,1681036,0.619
2016-03-15,RELIANCE,EQ,1019.75,1024.0,1027.85,1015.1,1019.55,1020.5,1021.64,2397332,244920192440000.0,56909,1347048,0.5619
2016-03-16,RELIANCE,EQ,1020.5,1021.0,1025.8,1005.45,1024.4,1021.75,1015.77,2529074,256895774275000.0,50367,1293631,0.5115
2016-03-17,RELIANCE,EQ,1021.75,1027.0,1036.9,1012.0,1014.5,1016.0,1026.51,3847740,394973221800000.0,90226,2139833,0.5561
2016-03-18,RELIANCE,EQ,1016.0,1018.25,1030.15,1015.7,1028.3,1027.2,1024.0,3207246,328421396525000.0,69238,1932733,0.6026
2016-03-21,RELIANCE,EQ,1027.2,1027.95,1041.5,1022.75,1040.0,1037.3,1030.59,2904852,299370083365000.0,79043,1768394,0.6088
2016-03-22,RELIANCE,EQ,1037.3,1037.0,1052.25,1035.65,1049.35,1047.85,1044.68,3504967,366156266725000.0,93579,1834629,0.5234000000000001
2016-03-23,RELIANCE,EQ,1047.85,1046.9,1046.9,1022.4,1027.25,1029.2,1031.48,3841654,396260579530000.0,90954,2074473,0.54
2016-03-28,RELIANCE,EQ,1029.2,1030.0,1031.7,1015.65,1022.5,1020.4,1022.77,4130553,422462494865000.0,84002,2553799,0.6183
2016-03-29,RELIANCE,EQ,1020.4,1023.8,1042.0,1020.2,1034.0,1036.25,1034.32,3627901,375239707830000.0,57044,2206146,0.6081000000000001
2016-03-30,RELIANCE,EQ,1036.25,1042.7,1051.75,1042.7,1047.4,1047.05,1047.52,3303780,346076457835000.0,94538,2101809,0.6362
2016-03-31,RELIANCE,EQ,1047.05,1041.0,1056.0,1032.7,1045.0,1045.2,1045.52,7047985,736881191115000.0,128999,4593813,0.6518
2016-04-01,RELIANCE,EQ,1045.2,1039.1,1046.3,1025.0,1035.0,1034.45,1033.05,2830115,292364141580000.0,61004,1553432,0.5489
2016-04-04,RELIANCE,EQ,1034.45,1040.0,1042.2,1025.3,1035.75,1035.05,1032.19,1973260,203678407665000.0,77242,1071002,0.5428000000000001
2016-04-05,RELIANCE,EQ,1035.05,1031.35,1042.4,1022.2,1027.3,1026.95,1031.04,2345148,241793724044999.97,61672,1177032,0.5019
2016-04-06,RELIANCE,EQ,1026.95,1032.1,1036.7,1022.6,1034.4,1033.75,1029.94,1597975,164582629595000.0,55920,799056,0.5
2016-04-07,RELIANCE,EQ,1033.75,1034.9,1048.0,1022.1,1034.8,1037.25,1037.23,2009055,208384937030000.0,61885,848423,0.42229999999999995
2016-04-08,RELIANCE,EQ,1037.25,1035.9,1054.45,1031.2,1035.0,1036.35,1041.82,3065701,319391529095000.0,64946,1249613,0.40759999999999996
2016-04-11,RELIANCE,EQ,1036.35,1037.0,1045.5,1033.0,1039.2,1040.3,1040.4,2356318,245151687940000.0,51362,1157872,0.4914
2016-04-12,RELIANCE,EQ,1040.3,1040.3,1057.45,1038.05,1047.6,1047.4,1048.86,2552099,267679811125000.0,51698,1317059,0.5161
2016-04-13,RELIANCE,EQ,1047.4,1052.55,1069.9,1052.55,1064.6,1066.05,1060.03,3666141,388622231115000.0,96144,2271719,0.6196
2016-04-18,RELIANCE,EQ,1066.05,1065.8,1066.8,1055.4,1063.05,1064.75,1061.15,4358102,462460323185000.06,72390,2810674,0.6448999999999999
2016-04-20,RELIANCE,EQ,1064.75,1069.2,1069.2,1035.8,1037.15,1037.3,1044.82,4957497,517966839285000.06,159487,3576113,0.7214
2016-04-21,RELIANCE,EQ,1037.3,1041.4,1052.0,1035.0,1039.5,1041.15,1042.52,2601436,271204791865000.0,65460,1357319,0.5218
2016-04-22,RELIANCE,EQ,1041.15,1039.0,1047.5,1029.3,1040.5,1038.95,1039.15,2675586,278034636500000.0,83568,1312184,0.4904
2016-04-25,RELIANCE,EQ,1038.95,1044.45,1044.45,1012.3,1014.55,1016.9,1019.84,13979586,1425699965780000.0,154748,7951031,0.5688000000000001
2016-04-26,RELIANCE,EQ,1016.9,1015.4,1023.9,1007.5,1014.3,1016.95,1013.25,6041279,612132471165000.0,91302,2934575,0.4858
2016-04-27,RELIANCE,EQ,1016.95,1017.9,1025.95,1016.0,1018.45,1019.4,1021.78,3315060,338725162380000.0,134641,2024372,0.6107
2016-04-28,RELIANCE,EQ,1019.4,1014.0,1019.2,990.95,993.5,996.7,1005.46,14160507,1423780396580000.0,145782,10774003,0.7608
2016-04-29,RELIANCE,EQ,996.7,993.45,998.55,978.85,980.9,982.7,987.1,5367060,529784466595000.0,146902,3198219,0.5959000000000001
2016-05-02,RELIANCE,EQ,982.7,979.0,992.4,978.0,987.0,986.95,986.75,2427753,239558230840000.0,71546,1210161,0.4985
2016-05-03,RELIANCE,EQ,986.95,988.0,994.95,972.75,975.0,975.8,982.83,4016624,394764276000000.0,128285,2261862,0.5631
2016-05-04,RELIANCE,EQ,975.8,974.05,983.7,973.0,976.0,978.1,979.17,3096453,303196677485000.0,70953,1452516,0.46909999999999996
2016-05-05,RELIANCE,EQ,978.1,980.0,983.45,970.9,974.9,975.25,976.77,4952411,483735446495000.0,107343,3031389,0.6121
2016-05-06,RELIANCE,EQ,975.25,973.0,976.8,967.0,969.15,968.95,971.08,3371220,327373834885000.0,72457,1645541,0.48810000000000003
2016-05-09,RELIANCE,EQ,968.95,975.0,986.0,972.8,983.3,983.1,981.2,3508088,344212476735000.0,79373,2042436,0.5822
2016-05-10,RELIANCE,EQ,983.1,983.1,984.7,978.0,982.3,982.55,981.5,1656840,162618120940000.0,44767,785672,0.4742
2016-05-11,RELIANCE,EQ,982.55,971.8,980.75,970.0,974.1,975.4,976.47,2820699,275431421360000.0,50564,1435352,0.5089
2016-05-12,RELIANCE,EQ,975.4,976.0,994.2,975.05,993.0,992.8,986.82,2922714,288418255755000.0,68535,1310645,0.4484
2016-05-13,RELIANCE,EQ,992.8,988.95,990.55,975.0,975.95,978.15,981.35,3348353,328590349280000.0,82572,1953946,0.5836
2016-05-16,RELIANCE,EQ,978.15,977.0,982.5,971.1,974.5,975.95,976.4,2132072,208176047855000.0,46086,869891,0.408
2016-05-17,RELIANCE,EQ,975.95,980.25,983.1,966.35,967.45,969.15,973.96,2779023,270666884005000.03,85318,1517844,0.5462
2016-05-18,RELIANCE,EQ,969.15,965.9,972.5,964.1,970.05,970.55,969.99,1880974,182452963655000.0,44676,820347,0.4361
2016-05-19,RELIANCE,EQ,970.55,971.7,971.9,945.6,947.35,951.2,960.71,2088058,200600910330000.0,45052,953086,0.45640000000000003
2016-05-20,RELIANCE,EQ,951.2,952.0,954.5,931.35,933.4,934.2,943.02,4238988,399744779650000.0,126939,2452616,0.5786
2016-05-23,RELIANCE,EQ,934.2,937.35,940.7,925.65,931.1,930.0,932.46,4198098,391453826800000.0,119010,2399326,0.5715
2016-05-24,RELIANCE,EQ,930.0,928.05,944.0,928.05,941.0,940.45,939.86,2807737,263887653230000.03,85430,1570679,0.5594
2016-05-25,RELIANCE,EQ,940.45,949.85,952.8,941.15,949.65,951.2,948.1,2112135,200251764150000.0,52041,998514,0.4728
2016-05-26,RELIANCE,EQ,951.2,950.0,952.4,944.1,947.3,946.85,947.62,3243601,307370752325000.0,81624,1797370,0.5540999999999999
2016-05-27,RELIANCE,EQ,946.85,949.05,976.9,948.75,973.1,974.7,966.82,3063379,296174121885000.0,67215,1369331,0.44700000000000006
2016-05-30,RELIANCE,EQ,974.7,976.4,981.5,965.0,965.8,968.7,972.17,2202091,214080546060000.0,62587,898390,0.408
2016-05-31,RELIANCE,EQ,968.7,969.0,973.0,956.5,959.0,957.85,959.97,5333469,511997348905000.0,104315,3875057,0.7266
2016-06-01,RELIANCE,EQ,957.85,957.95,966.1,951.8,952.7,953.6,959.2,2067034,198269612160000.0,53205,1142983,0.5529999999999999
2016-06-02,RELIANCE,EQ,953.6,954.5,957.15,945.1,955.35,956.25,950.47,2343852,222776080115000.0,84845,1344888,0.5738000000000001
2016-06-03,RELIANCE,EQ,956.25,960.0,962.9,955.85,958.75,959.65,959.64,1975712,189597755670000.0,61330,1266612,0.6411
2016-06-06,RELIANCE,EQ,959.65,961.0,963.0,952.55,954.45,954.8,956.96,1982466,189714729290000.0,64201,1383949,0.6981
2016-06-07,RELIANCE,EQ,954.8,957.25,960.95,951.6,953.45,955.05,956.15,4332627,414262060110000.0,95245,3560213,0.8217
2016-06-08,RELIANCE,EQ,955.05,958.0,958.0,949.15,955.95,954.1,953.25,2773975,264427816994999.97,70012,1967464,0.7093
2016-06-09,RELIANCE,EQ,954.1,960.0,976.45,956.2,970.0,971.15,971.14,3575840,347264163775000.0,116207,2243652,0.6274000000000001
2016-06-10,RELIANCE,EQ,971.15,974.0,984.4,968.3,975.7,976.7,976.64,3729737,364261299575000.0,74227,2380554,0.6383
2016-06-13,RELIANCE,EQ,976.7,969.9,983.45,963.05,980.0,981.1,973.74,2334856,227353531280000.03,57776,1139885,0.4882
2016-06-14,RELIANCE,EQ,981.1,980.95,985.4,969.3,976.3,976.25,977.5,2497008,244081729894999.97,55244,1606569,0.6434000000000001
2016-06-15,RELIANCE,EQ,976.25,980.0,986.5,973.75,981.85,984.6,980.12,2543921,249334842919999.97,97049,1709999,0.6722
2016-06-16,RELIANCE,EQ,984.6,981.0,983.65,967.05,975.25,976.3,975.47,2142329,208977929540000.0,71071,1159591,0.5413
2016-06-17,RELIANCE,EQ,976.3,977.0,978.65,970.1,973.0,974.9,974.27,2408096,234613725115000.0,97303,1421798,0.5904
2016-06-20,RELIANCE,EQ,974.9,972.15,992.6,968.0,987.5,990.2,983.33,2459237,241825212765000.0,108255,1520066,0.6181
2016-06-21,RELIANCE,EQ,990.2,994.1,994.15,979.7,983.05,987.1,985.9,3184865,313997142495000.0,116389,2202758,0.6916
2016-06-22,RELIANCE,EQ,987.1,985.0,985.9,977.1,978.0,980.5,980.71,2923284,286688865435000.0,82337,1995192,0.6825
2016-06-23,RELIANCE,EQ,980.5,979.95,982.0,970.0,981.0,980.45,975.5,2248693,219358901275000.0,106606,1120627,0.4983
2016-06-24,RELIANCE,EQ,980.45,964.9,964.9,933.4,948.55,951.45,947.15,5711173,540934685864999.94,163656,3518982,0.6162
2016-06-27,RELIANCE,EQ,951.45,940.5,958.4,940.5,953.9,955.65,953.76,2094599,199774176450000.0,55952,1231534,0.588
2016-06-28,RELIANCE,EQ,955.65,956.4,961.55,955.0,958.0,957.8,958.6,1738370,166640499930000.0,54522,1087259,0.6254
2016-06-29,RELIANCE,EQ,957.8,962.0,968.95,960.0,967.0,966.9,964.82,1719857,165936068065000.0,44475,1179499,0.6858
2016-06-30,RELIANCE,EQ,966.9,972.0,977.5,967.05,969.0,969.15,971.01,2916329,283179298660000.0,111061,2022807,0.6936
2016-07-01,RELIANCE,EQ,969.15,972.75,976.8,970.0,974.75,973.45,973.03,1510979,147022544580000.0,49870,904855,0.5989
2016-07-04,RELIANCE,EQ,973.45,975.5,993.6,975.5,986.35,986.7,987.44,1783750,176134696430000.0,46307,777298,0.43579999999999997
2016-07-05,RELIANCE,EQ,986.7,986.1,1002.9,980.3,991.2,993.1,994.43,2596678,258221095435000.0,52194,1151719,0.4435
2016-07-07,RELIANCE,EQ,993.1,992.5,1000.5,986.15,988.1,987.9,992.38,2749648,272868306485000.0,101086,1681360,0.6115
2016-07-08,RELIANCE,EQ,987.9,987.0,989.0,976.35,977.6,978.4,982.34,1632225,160339458825000.0,47260,811990,0.4975
2016-07-11,RELIANCE,EQ,978.4,991.0,994.95,985.5,991.55,992.5,991.25,1889606,187306886295000.0,44114,844296,0.44680000000000003
2016-07-12,RELIANCE,EQ,992.5,995.25,1005.0,991.0,1003.4,1003.4,998.38,2232685,222907018365000.0,58174,1068464,0.4786
2016-07-13,RELIANCE,EQ,1003.4,1005.2,1016.7,1004.15,1008.0,1008.75,1010.89,3409386,344650682555000.0,75726,2187003,0.6415000000000001
2016-07-14,RELIANCE,EQ,1008.75,1008.1,1014.1,998.25,1004.2,1004.9,1006.27,2459183,247460548669999.97,94968,1452576,0.5907
2016-07-15,RELIANCE,EQ,1004.9,1009.0,1021.0,1003.5,1014.35,1012.2,1013.32,3198562,324117586860000.0,75448,1747552,0.5464
2016-07-18,RELIANCE,EQ,1012.2,1028.0,1038.75,1001.75,1002.9,1006.25,1024.42,7339086,751830944505000.0,170099,3188518,0.43450000000000005
2016-07-19,RELIANCE,EQ,1006.25,1006.0,1022.95,995.3,1022.5,1017.8,1010.24,3805750,384470769525000.0,108195,1909887,0.5018
